# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
114378	Thermofilaceae	family	root,cellular organisms,Archaea,TACK group,Crenarchaeota,Thermoprotei,Thermofilales,Thermofilaceae	1,131567,2157,1783275,28889,183924,2856582,114378
114667	Pilotrichaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Bryophyta,Bryophytina,Bryopsida,Bryidae,Hypnanae,Hookeriales,Pilotrichaceae	1,131567,2759,33090,35493,131221,3193,3208,404260,3214,114658,404315,65545,114667
114747	Haminoeidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Tectipleura,Cephalaspidea,Bulloidea,Haminoeidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6448,216305,216307,2836391,69554,216311,114747
114888	Alloionematidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Tylenchina,Panagrolaimomorpha,Strongyloidoidea,Alloionematidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,6300,2082223,2082224,114888
114893	Tylenchidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Tylenchina,Tylenchomorpha,Tylenchoidea,Tylenchidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,6300,33283,33284,114893
114957	Pharidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Adapedonta,Solenoidea,Pharidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6544,2785011,6599,735337,2785015,2783444,106232,114957
115150	Trachelipodidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Crinocheta,Trachelipodidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6820,29979,41116,526418,115150
115263	Conopidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Eremoneura,Cyclorrhapha,Schizophora,Acalyptratae,Conopoidea,Conopidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7203,43733,480118,480117,43738,43741,43744,115263
115293	Micropezidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Eremoneura,Cyclorrhapha,Schizophora,Acalyptratae,Nerioidea,Micropezidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7203,43733,480118,480117,43738,43741,43748,115293
115298	Neriidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Eremoneura,Cyclorrhapha,Schizophora,Acalyptratae,Nerioidea,Neriidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7203,43733,480118,480117,43738,43741,43748,115298
115353	Limacodidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Apoditrysia,Zygaenoidea,Limacodidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104430,104435,115353
115354	Zygaenidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Apoditrysia,Zygaenoidea,Zygaenidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104430,104435,115354
115784	Phaffomycetaceae	family	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Phaffomycetaceae	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,115784
115831	Chrysopetalidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Annelida,Polychaeta,Errantia,Phyllodocida,Chrysopetalidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6340,6341,105390,6348,115831
116144	Oedemeridae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Oedemeridae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,71527,116144
116151	Nitidulidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Nitidulidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,71526,116151
116653	Bathynellidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Syncarida,Bathynellacea,Bathynellidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,72042,75395,116653
116654	Parabathynellidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Syncarida,Bathynellacea,Parabathynellidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,72042,75395,116654
116672	Ingolfiellidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Ingolfiellida,Ingolfiellidea,Ingolfiellidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6820,2692242,116671,116672
116691	Amphisopidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Phreatoicidea,Amphisopidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6820,29979,104117,116691
116693	Phreatoicidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Phreatoicidea,Phreatoicidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6820,29979,104117,116693
116905	Notocotylidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Trematoda,Digenea,Plagiorchiida,Pronocephalata,Pronocephaloidea,Notocotylidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6178,6179,27871,1269772,1269773,116905
116933	Dactylogyridae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Monogenea,Monopisthocotylea,Dactylogyridea,Dactylogyridae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,37945,37844,2486284,116933
117942	Desulfurellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfurellales,Desulfurellaceae	1,131567,2,1224,68525,28221,213113,117942
117959	Euchaetidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,Euchaetidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,72037,6830,116569,116570,6833,117959
117979	Mazocraeidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Monogenea,Polyopisthocotylea,Mazocraeidea,Mazocraeidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,37945,40163,2486291,117979
118146	Chlopsidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Elopocephalai,Elopocephala,Elopomorpha,Anguilliformes,Chlopsidae	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489340,186624,32521,7933,118146
118379	Bythograeidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Bythograeoidea,Bythograeidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,118378,118379
118474	Paradoxosomatidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Myriapoda,Diplopoda,Helminthomorpha,Polydesmida,Paradoxosomatidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,61985,7553,118561,71419,118474
118477	Spirostreptidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Myriapoda,Diplopoda,Helminthomorpha,Spirostreptida,Spirostreptidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,61985,7553,118561,30267,118477
118531	Phrynidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Amblypygi,Phrynidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,61977,118531
118567	Sclerosomatidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Opiliones,Phalangida,Palpatores,Phalangioidea,Sclerosomatidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,43271,101165,43278,101159,118567
118603	Sabaconidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Opiliones,Phalangida,Palpatores,Ischyropsalidoidea,Sabaconidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,43271,101165,43278,101157,118603
118632	Pettalidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Opiliones,Cyphophthalmi,Temperophthalmi,Sironoidea,Pettalidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,43271,43277,384324,101146,118632
118882	Brucellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae	1,131567,2,1224,28211,356,118882
118883	Sulfolobaceae	family	root,cellular organisms,Archaea,TACK group,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae	1,131567,2157,1783275,28889,183924,2281,118883
118968	Coxiellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae	1,131567,2,1224,1236,118969,118968
119043	Rhodobiaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhodobiaceae	1,131567,2,1224,28211,356,119043
119045	Methylobacteriaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae	1,131567,2,1224,28211,356,119045
119060	Burkholderiaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae	1,131567,2,1224,28216,80840,119060
119093	Trichuridae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Enoplea,Dorylaimia,Trichinellida,Trichuridae	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119088,1457286,6329,119093
119486	Sinipercidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Eupercaria,Centrarchiformes,Centrarchoidei,Sinipercidae	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489922,1489940,1545897,119486
119500	Lipotidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,Odontoceti,Lipotidae	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,2653789,9721,9722,119500
119670	Hymenopodidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Polyneoptera,Dictyoptera,Mantodea,Eumantodea,Hymenopoidea,Hymenopodidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33341,6970,7504,2901283,2901293,119670
119859	Tolypothrichaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Tolypothrichaceae	1,131567,2,1783272,1798711,1117,1161,119859
120165	Monhysteridae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Monhysterida,Monhysterina,Monhysteridae	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,70219,2301111,120165
120880	Pseudosquillidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Hoplocarida,Stomatopoda,Unipeltata,Pseudosquilloidea,Pseudosquillidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,75389,75390,77689,116579,120880
120886	Odontodactylidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Hoplocarida,Stomatopoda,Unipeltata,Gonodactyloidea,Odontodactylidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,75389,75390,77689,77690,120886
121147	Acartiidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,Acartiidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,72037,6830,116569,116570,6833,121147
121179	Semelidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Neoheterodontei,Cardiida,Tellinoidea,Semelidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6544,2785011,6599,735337,2785015,2908833,2783445,98297,121179
121221	Pediculidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Psocodea,Phthiraptera,Anoplura,Pediculidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,1930602,85819,30005,121221
122013	Paratennulidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Acari,Parasitiformes,Mesostigmata,Trigynaspida,Antennophorina,Parantennuloidea,Paratennulidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6934,34634,150399,48834,296260,122013
122238	Syllidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6340,6341,105390,6348,122238
122732	Apionidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Apionidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,71529,122732
122737	Attelabidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Attelabidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,71529,122737
122754	Brentidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Brentidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,71529,122754
123097	Cladonematidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,Capitata,Cladonematidae	1,131567,2759,33154,33208,6072,6073,6074,37516,406427,576756,123097
124286	Megachilidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,Aculeata,Apoidea,Megachilidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7399,7400,7434,34735,124286
124314	Vermileonidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Tabanomorpha,Vermileonidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7203,43735,124314
124343	Riodinidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Papilionoidea,Riodinidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37572,124343
125011	Bonnetiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Bonnetiaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3646,125011
125045	Pentaphylacaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,Ericales,Pentaphylacaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,41945,125045
125316	Beutenbergiaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Beutenbergiaceae	1,131567,2,1783272,201174,1760,85006,125316
125898	Lytocestidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Cestoda,Eucestoda,Caryophyllidea,Lytocestidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6199,6200,108240,125898
125906	Synaxidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Achelata,Palinuroidea,Synaxidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6730,115587,125906
126177	Platycnemididae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionoidea,Platycnemididae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33339,6961,50488,70894,126177
126181	Lestoideidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Palaeoptera,Odonata,Zygoptera,Calopterygoidea,Lestoideidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33339,6961,50488,70893,126181
126370	Vampyroteuthidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Octopodiformes,Vampyromorpha,Vampyroteuthidae	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6605,6606,215451,55286,126370
126387	Haemonchidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Strongylida,Trichostrongyloidea,Haemonchidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6308,6314,126387
126919	Henicopidae	family	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Myriapoda,Chilopoda,Pleurostigmophora,Lithobiomorpha,Henicopidae	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,61985,7540,115405,41362,126919
