# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
31	Myxococcaceae	family	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae	1,131567,2,1224,68525,28221,29,80811,31
39	Archangiaceae	family	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae	1,131567,2,1224,68525,28221,29,80811,39
49	Polyangiaceae	family	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae	1,131567,2,1224,68525,28221,29,80812,49
126	Planctomycetaceae	family	root,cellular organisms,Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae	1,131567,2,1783257,203682,203683,112,126
137	Spirochaetaceae	family	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae	1,131567,2,203691,203692,136,137
170	Leptospiraceae	family	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae	1,131567,2,203691,203692,1643688,170
403	Methylococcaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae	1,131567,2,1224,1236,135618,403
433	Acetobacteraceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae	1,131567,2,1224,28211,204441,433
444	Legionellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae	1,131567,2,1224,1236,118969,444
468	Moraxellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae	1,131567,2,1224,1236,2887326,468
481	Neisseriaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae	1,131567,2,1224,28216,206351,481
506	Alcaligenaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae	1,131567,2,1224,28216,80840,506
543	Enterobacteriaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae	1,131567,2,1224,1236,91347,543
641	Vibrionaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae	1,131567,2,1224,1236,135623,641
712	Pasteurellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	1,131567,2,1224,1236,135625,712
772	Bartonellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae	1,131567,2,1224,28211,356,772
775	Rickettsiaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae	1,131567,2,1224,28211,766,775
809	Chlamydiaceae	family	root,cellular organisms,Bacteria,PVC group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae	1,131567,2,1783257,204428,204429,51291,809
815	Bacteroidaceae	family	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae	1,131567,2,1783270,68336,976,200643,171549,815
868	Cardiobacteriaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae	1,131567,2,1224,1236,135615,868
942	Anaplasmataceae	family	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae	1,131567,2,1224,28211,766,942
972	Halanaerobiaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae	1,131567,2,1783272,1239,186801,53433,972
1046	Chromatiaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae	1,131567,2,1224,1236,135613,1046
1106	Chloroflexaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexineae,Chloroflexaceae	1,131567,2,1783272,200795,32061,32064,1508594,1106
1162	Nostocaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Nostocaceae	1,131567,2,1783272,1798711,1117,1161,1162
1182	Scytonemataceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Scytonemataceae	1,131567,2,1783272,1798711,1117,1161,1182
1185	Rivulariaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Rivulariaceae	1,131567,2,1783272,1798711,1117,1161,1185
1213	Prochloraceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae	1,131567,2,1783272,1798711,1117,1890424,1213
1268	Micrococcaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae	1,131567,2,1783272,201174,1760,85006,1268
1300	Streptococcaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae	1,131567,2,1783272,1239,91061,186826,1300
1653	Corynebacteriaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae	1,131567,2,1783272,201174,1760,85007,1653
1762	Mycobacteriaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae	1,131567,2,1783272,201174,1760,85007,1762
2004	Streptosporangiaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae	1,131567,2,1783272,201174,1760,85012,2004
2012	Thermomonosporaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae	1,131567,2,1783272,201174,1760,85012,2012
2049	Actinomycetaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae	1,131567,2,1783272,201174,1760,2037,2049
2062	Streptomycetaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae	1,131567,2,1783272,201174,1760,85011,2062
2070	Pseudonocardiaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae	1,131567,2,1783272,201174,1760,85010,2070
2092	Mycoplasmataceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae	1,131567,2,1783272,544448,31969,2085,2092
2131	Spiroplasmataceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae	1,131567,2,1783272,544448,31969,186328,2131
2146	Acholeplasmataceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae	1,131567,2,1783272,544448,31969,186329,2146
2159	Methanobacteriaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae	1,131567,2157,28890,2283794,183925,2158,2159
2178	Methanothermaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanothermaceae	1,131567,2157,28890,2283794,183925,2158,2178
2183	Methanococcaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae	1,131567,2157,28890,2283794,183939,2182,2183
2194	Methanomicrobiaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae	1,131567,2157,28890,2290931,224756,2191,2194
2206	Methanosarcinaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae	1,131567,2157,28890,2290931,224756,94695,2206
2232	Archaeoglobaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae	1,131567,2157,28890,183980,2231,2232
2236	Halobacteriaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae	1,131567,2157,28890,2290931,183963,2235,2236
2259	Thermococcaceae	family	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae	1,131567,2157,28890,183968,2258,2259
2267	Thermoproteaceae	family	root,cellular organisms,Archaea,TACK group,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae	1,131567,2157,1783275,28889,183924,2266,2267
2272	Desulfurococcaceae	family	root,cellular organisms,Archaea,TACK group,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae	1,131567,2157,1783275,28889,183924,114380,2272
2307	Pyrodictiaceae	family	root,cellular organisms,Archaea,TACK group,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae	1,131567,2157,1783275,28889,183924,114380,2307
2799	Porphyridiaceae	family	root,cellular organisms,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridiaceae	1,131567,2759,2763,2797,2798,2799
2803	Rhodomelaceae	family	root,cellular organisms,Eukaryota,Rhodophyta,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae	1,131567,2759,2763,2806,2045261,2802,2803
2808	Gelidiaceae	family	root,cellular organisms,Eukaryota,Rhodophyta,Florideophyceae,Rhodymeniophycidae,Gelidiales,Gelidiaceae	1,131567,2759,2763,2806,2045261,31399,2808
2820	Palmariaceae	family	root,cellular organisms,Eukaryota,Rhodophyta,Florideophyceae,Nemaliophycidae,Palmariales,Palmariaceae	1,131567,2759,2763,2806,2045258,2819,2820
2874	Dictyotaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Phaeophyceae,Dictyotales,Dictyotaceae	1,131567,2759,2698737,33634,2696291,569578,2870,2873,2874
2878	Ectocarpaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Phaeophyceae,Ectocarpales,Ectocarpaceae	1,131567,2759,2698737,33634,2696291,569578,2870,2877,2878
2887	Alariaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Phaeophyceae,Laminariales,Alariaceae	1,131567,2759,2698737,33634,2696291,569578,2870,2886,2887
2891	Scytosiphonaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Phaeophyceae,Ectocarpales,Scytosiphonaceae	1,131567,2759,2698737,33634,2696291,569578,2870,2877,2891
2896	Cryptomonadaceae	family	root,cellular organisms,Eukaryota,Cryptophyceae,Cryptomonadales,Cryptomonadaceae	1,131567,2759,3027,589350,2896
2975	Vaucheriaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Xanthophyceae,Vaucheriales,Vaucheriaceae	1,131567,2759,2698737,33634,2696291,569578,2833,2974,2975
3010	Fucaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Phaeophyceae,Fucales,Fucaceae	1,131567,2759,2698737,33634,2696291,569578,2870,3009,3010
3014	Sargassaceae	family	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,PX clade,Phaeophyceae,Fucales,Sargassaceae	1,131567,2759,2698737,33634,2696291,569578,2870,3009,3014
3043	Dunaliellaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Chlamydomonadales,Dunaliellaceae	1,131567,2759,33090,3041,2692248,3166,2812636,3042,3043
3051	Chlamydomonadaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Chlamydomonadales,Chlamydomonadaceae	1,131567,2759,33090,3041,2692248,3166,2812636,3042,3051
3065	Volvocaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Chlamydomonadales,Volvocaceae	1,131567,2759,33090,3041,2692248,3166,2812636,3042,3065
3070	Oocystaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Trebouxiophyceae,Chlorellales,Oocystaceae	1,131567,2759,33090,3041,2692248,75966,35460,3070
3086	Scenedesmaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Sphaeropleales,Scenedesmaceae	1,131567,2759,33090,3041,2692248,3166,2812636,35491,3086
3090	Chlorococcaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Chlamydomonadales,Chlorococcaceae	1,131567,2759,33090,3041,2692248,3166,2812636,3042,3090
3103	Hydrodictyaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,CS clade,Sphaeropleales,Hydrodictyaceae	1,131567,2759,33090,3041,2692248,3166,2812636,35491,3103
3114	Ulvaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,OUU clade,Ulvales,Ulvaceae	1,131567,2759,33090,3041,33103,2546215,3113,3114
3127	Bryopsidaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,TCBD clade,Bryopsidales,Bryopsidineae,Bryopsidaceae	1,131567,2759,33090,3041,33103,2546214,33104,2791029,3127
3131	Codiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,TCBD clade,Bryopsidales,Bryopsidineae,Codiaceae	1,131567,2759,33090,3041,33103,2546214,33104,2791029,3131
3142	Chlorokybaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Chlorokybophyceae,Chlorokybales,Chlorokybaceae	1,131567,2759,33090,35493,131213,131214,3142
3146	Characeae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Charophyceae,Charales,Characeae	1,131567,2759,33090,35493,131221,304574,204509,3146
3173	Klebsormidiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae	1,131567,2759,33090,35493,131220,3172,3173
3178	Zygnemataceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Zygnemophyceae,Zygnematophycidae,Zygnematales,Zygnemataceae	1,131567,2759,33090,35493,131221,131209,2684882,3176,3178
3211	Polytrichaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Bryophyta,Bryophytina,Polytrichopsida,Polytrichales,Polytrichaceae	1,131567,2759,33090,35493,131221,3193,3208,404260,113509,3210,3211
3216	Funariaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Bryophyta,Bryophytina,Bryopsida,Funariidae,Funariales,Funariaceae	1,131567,2759,33090,35493,131221,3193,3208,404260,3214,114656,3215,3216
3220	Dicranaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Bryophyta,Bryophytina,Bryopsida,Dicranidae,Dicranales,Dicranaceae	1,131567,2759,33090,35493,131221,3193,3208,404260,3214,114657,3219,3220
3223	Ditrichaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Bryophyta,Bryophytina,Bryopsida,Dicranidae,Pseudoditrichales,Ditrichaceae	1,131567,2759,33090,35493,131221,3193,3208,404260,3214,114657,1929018,3223
3227	Mniaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Bryophyta,Bryophytina,Bryopsida,Bryidae,Bryanae,Bryales,Mniaceae	1,131567,2759,33090,35493,131221,3193,3208,404260,3214,114658,404297,3226,3227
3238	Psilotaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Polypodiopsida,Ophioglossidae,Psilotales,Psilotaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,241806,1521257,3237,3238
3245	Selaginellaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae	1,131567,2759,33090,35493,131221,3193,58023,1521260,3244,3245
3250	Lycopodiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae	1,131567,2759,33090,35493,131221,3193,58023,1521260,3249,3250
3256	Equisetaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Polypodiopsida,Equisetidae,Equisetales,Equisetaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,241806,1521258,3255,3256
3265	Marattiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Polypodiopsida,Marattiidae,Marattiales,Marattiaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,241806,1521259,3264,3265
3269	Dicksoniaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Polypodiopsida,Polypodiidae,Cyatheales,Dicksoniaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,241806,1521262,693763,3269
3275	Polypodiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Polypodiopsida,Polypodiidae,Polypodiales,Polypodiineae,Polypodiaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,241806,1521262,3268,1203512,3275
3282	Osmundaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Polypodiopsida,Polypodiidae,Osmundales,Osmundaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,241806,1521262,693749,3282
3298	Zamiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Cycadopsida,Cycadidae,Cycadales,Zamiaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,3296,1445963,3297,3298
3309	Ginkgoaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Ginkgoopsida,Ginkgoidae,Ginkgoales,Ginkgoaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,29811,1445964,3308,3309
3318	Pinaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Pinopsida,Pinidae,Conifers I,Pinales,Pinaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,58019,3313,2821352,1446380,3318
3362	Podocarpaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Pinopsida,Pinidae,Conifers II,Araucariales,Podocarpaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,58019,3313,2821351,1446378,3362
3367	Cupressaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Pinopsida,Pinidae,Conifers II,Cupressales,Cupressaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,58019,3313,2821351,1446379,3367
3375	Welwitschiaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Gnetopsida,Gnetidae,Welwitschiales,Welwitschiaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,3372,1445966,3374,3375
3379	Gnetaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Gnetopsida,Gnetidae,Gnetales,Gnetaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,3372,1445966,3378,3379
3386	Ephedraceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Gnetopsida,Gnetidae,Ephedrales,Ephedraceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,3372,1445966,3385,3386
3394	Cycadaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Acrogymnospermae,Cycadopsida,Cycadidae,Cycadales,Cycadaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,1437180,3296,1445963,3297,3394
3401	Magnoliaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Magnoliidae,Magnoliales,Magnoliaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,232347,3400,3401
3417	Winteraceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Magnoliidae,Canellales,Winteraceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,232347,71187,3417
3427	Calycanthaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Magnoliidae,Laurales,Calycanthaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,232347,3432,3427
3433	Lauraceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Magnoliidae,Laurales,Lauraceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,232347,3432,3433
3440	Ranunculaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Ranunculales,Ranunculaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,41768,3440
3455	Menispermaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Ranunculales,Menispermaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,41768,3455
3465	Papaveraceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Ranunculales,Papaveraceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,41768,3465
3474	Ulmaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Rosales,Ulmaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3744,3474
3481	Cannabaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Rosales,Cannabaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3744,3481
3487	Moraceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Rosales,Moraceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3744,3487
3499	Urticaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Rosales,Urticaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3744,3499
3503	Fagaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Fagales,Fagaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3502,3503
3514	Betulaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Fagales,Betulaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3502,3514
3525	Phytolaccaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,Caryophyllales,Phytolaccaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,3524,3525
3536	Nyctaginaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,Caryophyllales,Nyctaginaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,3524,3536
3542	Aizoaceae	family	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,Caryophyllales,Aizoaceae	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,3524,3542
