Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
504090	Kushneria	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria	1,131567,2,1224,1236,135619,28256,504090
504421	Fabia	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Thoracotremata,Pinnotheroidea,Pinnotheridae,Fabia	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116707,116715,84654,504421
504430	Pitho	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Majoidea,Mithracidae,Pitho	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,6804,553065,504430
505395	Amphioctopus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodidae,Amphioctopus	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6605,6606,215451,6638,6646,6647,505395
505396	Callistoctopus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodidae,Callistoctopus	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6605,6606,215451,6638,6646,6647,505396
505417	Lythria	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Geometroidea,Geometridae,Larentiinae,Lythria	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,82592,82593,104450,505417
505692	Chromera	genus	root,cellular organisms,Eukaryota,Sar,Alveolata,Colpodellida,Chromeraceae,Chromera	1,131567,2759,2698737,33630,877183,2605701,505692
507005	Amphalius	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Amphalius	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7509,140696,129371,51295,507005
507016	Chiastopsylla	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Chimaeropsyllidae,Chiastopsylla	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7509,140695,140701,184779,507016
507510	Hyphopichia	genus	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,CUG-Ser1 clade,Debaryomycetaceae,Hyphopichia	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,2916678,766764,507510
507541	Atractolytocestus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Cestoda,Eucestoda,Caryophyllidea,Lytocestidae,Atractolytocestus	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6199,6200,108240,125898,507541
508196	Riquetophycus	genus	root,cellular organisms,Eukaryota,Rhodophyta,Florideophyceae,Rhodymeniophycidae,Gigartinales,Peyssonneliaceae,Riquetophycus	1,131567,2759,2763,2806,2045261,28017,173455,508196
508444	Protohermes	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Neuropterida,Megaloptera,Corydalidae,Corydalinae,Protohermes	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85817,50553,50554,85815,508444
508459	Cloacibacillus	genus	root,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus	1,131567,2,508458,649775,649776,649777,508459
509333	Ampittia	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Hesperioidea,Hesperiidae,Hesperiinae,Aeromachini,Ampittia	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,40092,40093,40096,2839388,509333
509390	Halpe	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Hesperioidea,Hesperiidae,Hesperiinae,Aeromachini,Halpe	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,40092,40093,40096,2839388,509390
510301	Metacrangonyx	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Metacrangonyctidae,Metacrangonyx	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6820,6821,1732196,1732205,936400,510300,510301
511346	Chinapotamon	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Potamoidea,Potamidae,Chinapotamon	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,160427,160428,511346
511352	Huananpotamon	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Potamoidea,Potamidae,Huananpotamon	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,160427,160428,511352
511368	Parapotamon	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Potamoidea,Potamidae,Parapotamon	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,160427,160428,511368
511370	Tenuilapotamon	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Potamoidea,Potamidae,Tenuilapotamon	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,160427,160428,511370
511394	Aparapotamon	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Heterotremata,Potamoidea,Potamidae,Aparapotamon	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116706,160427,160428,511394
511434	Candidatus Azobacteroides	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales incertae sedis,Candidatus Azobacteroides	1,131567,2,1783270,68336,976,200643,171549,333046,511434
511678	Aliivibrio	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio	1,131567,2,1224,1236,135623,641,511678
511699	Pogonognathellus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Collembola,Entomobryomorpha,Tomoceroidea,Tomoceridae,Pogonognathellus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,30001,730330,1410427,79716,511699
511745	Methylacidiphilum	genus	root,cellular organisms,Bacteria,PVC group,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum	1,131567,2,1783257,74201,1955630,717963,717964,511745
512496	Mantophryne	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amphibia,Batrachia,Anura,Neobatrachia,Microhyloidea,Microhylidae,Asterophryinae,Mantophryne	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,8292,41666,8342,8416,8426,8427,165820,512496
515417	Amphritea	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea	1,131567,2,1224,1236,135619,135620,515417
515460	Eunotogramma	genus	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,Bacillariophyta,Mediophyceae,Biddulphiophycidae,Anaulales,Anaulaceae,Eunotogramma	1,131567,2759,2698737,33634,2696291,2836,589449,33837,515458,515459,515460
516684	Tenupedunculus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Asellota,Stenetrioidea,Stenetriidae,Tenupedunculus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6820,29979,63226,525157,263143,516684
516915	Lauridromia	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Dromiacea,Dromioidea,Dromiidae,Lauridromia	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,6782,6783,6784,516915
518647	Sarcolobus	genus	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Gentianales,Apocynaceae,Asclepiadoideae,Marsdenieae,Sarcolobus	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4055,4056,167484,167490,518647
518733	Microterricola	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microterricola	1,131567,2,1783272,201174,1760,85006,85023,518733
518753	Luteolibacter	genus	root,cellular organisms,Bacteria,PVC group,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter	1,131567,2,1783257,74201,203494,48461,203557,518753
519230	Interfilum	genus	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum	1,131567,2759,33090,35493,131220,3172,3173,519230
520955	Macrophya	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Tenthredinoidea,Tenthredinidae,Tenthredininae,Macrophya	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7399,85772,27532,112287,520955
521259	Phoebastria	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Procellariiformes,Diomedeidae,Phoebastria	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,30449,37067,521259
522435	Rhynchium	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Eumeninae,Rhynchium	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7399,7400,7434,34725,7438,50638,522435
522835	Laothoe	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Bombycoidea,Sphingidae,Smerinthinae,Smerinthini,Laothoe	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37569,7128,469321,523180,522835
522839	Macropoliana	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Bombycoidea,Sphingidae,Sphinginae,Sphingini,Macropoliana	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37569,7128,82616,523164,522839
522847	Mimas	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Bombycoidea,Sphingidae,Smerinthinae,Smerinthini,Mimas	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37569,7128,469321,523180,522847
523949	Entoria	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Polyneoptera,Phasmatodea,Verophasmatodea,Anareolatae,Phasmatidae,Clitumninae,Clitumnini,Entoria	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33341,7020,213547,523720,55199,629296,523908,523949
523952	Medauroidea	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Polyneoptera,Phasmatodea,Verophasmatodea,Anareolatae,Phasmatidae,Clitumninae,Medaurini,Medauroidea	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33341,7020,213547,523720,55199,629296,2850835,523952
524535	Rodolia	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccidulinae,Noviini,Rodolia	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,2939015,7080,115347,263624,524535
524673	Coccidophilus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Sticholotidinae,Microweiseini,Coccidophilus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,2939015,7080,263654,263657,524673
524762	Tropha	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Epilachninae,Madaini,Tropha	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7041,41084,41088,2939015,7080,77529,263667,524762
525571	Yunnanacris	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Polyneoptera,Orthoptera,Caelifera,Acrididea,Acridomorpha,Acridoidea,Acrididae,Melanoplinae,Podismini,Yunnanacris	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33341,6993,7001,1955150,70910,92621,7002,37266,396427,525571
525812	Fabriciana	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Papilionoidea,Nymphalidae,Heliconiinae,Argynnini,Fabriciana	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37572,33415,40037,127312,525812
526527	Aoraki	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Opiliones,Cyphophthalmi,Temperophthalmi,Sironoidea,Pettalidae,Aoraki	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,43271,43277,384324,101146,118632,526527
527198	Mariniflexile	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile	1,131567,2,1783270,68336,976,117743,200644,49546,527198
528220	Haplochthonius	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Desmonomata,Trhypochthonioidea,Haplochthoniidae,Haplochthonius	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6946,83137,66551,229891,66552,528219,528220
529881	Aquiluna	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Luna cluster,Luna-1 subcluster,Aquiluna	1,131567,2,1783272,201174,1760,85006,85023,1655488,1655489,529881
529883	Rhodoluna	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Luna cluster,Luna-1 subcluster,Rhodoluna	1,131567,2,1783272,201174,1760,85006,85023,1655488,1655489,529883
533007	Callitettix	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,Cicadomorpha,Cercopoidea,Cercopidae,Callitettixinae,Callitettix	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,7524,1955247,33365,33366,30086,1777645,533007
533010	Xenograpsus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Eubrachyura,Thoracotremata,Grapsoidea,Xenograpsidae,Xenograpsus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6752,116704,116707,29962,571506,533010
534771	Austrohorus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Garypoidea,Olpiidae,Austrohorus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,51799,197616,307025,534771
534926	Ideobisium	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Neobisioidea,Syarinidae,Ideobisium	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,51799,83165,534919,534926
537174	Megadenia	genus	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Biscutelleae,Megadenia	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91836,3699,3700,947489,537174
538957	Conopomorpha	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Tineoidea,Gracillariidae,Gracillariinae,Conopomorpha	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,41011,98966,134903,538957
541040	Sympagurus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Parapaguridae,Sympagurus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,2172821,6681,72041,6682,6683,6692,6738,6744,541045,541040
542675	Verdigellas	genus	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Palmophyllophyceae,Palmophyllales,Palmophyllaceae,Verdigellas	1,131567,2759,33090,3041,2201463,1524963,2201466,542675
542827	Rhinopithecus	genus	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,Cercopithecidae,Colobinae,Rhinopithecus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314294,9527,9569,542827
