Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
6	Azorhizobium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium	1,131567,2,1224,28211,356,335928,6
10	Cellvibrio	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio	1,131567,2,1224,1236,1706369,1706371,10
13	Dictyoglomus	genus	root,cellular organisms,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus	1,131567,2,68297,203486,203487,203488,13
16	Methylophilus	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus	1,131567,2,1224,28216,32003,32011,16
18	Pelobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter	1,131567,2,1224,68525,28221,69541,213421,18
20	Phenylobacterium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium	1,131567,2,1224,28211,204458,76892,20
22	Shewanella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella	1,131567,2,1224,1236,135622,267890,22
32	Myxococcus	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus	1,131567,2,1224,68525,28221,29,80811,31,32
40	Stigmatella	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella	1,131567,2,1224,68525,28221,29,80811,39,40
42	Cystobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter	1,131567,2,1224,68525,28221,29,80811,39,42
44	Melittangium	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Melittangium	1,131567,2,1224,68525,28221,29,80811,39,44
47	Archangium	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Archangium	1,131567,2,1224,68525,28221,29,80811,39,47
50	Chondromyces	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces	1,131567,2,1224,68525,28221,29,80812,49,50
53	Nannocystis	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis	1,131567,2,1224,68525,28221,29,224462,224463,53
55	Polyangium	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Polyangium	1,131567,2,1224,68525,28221,29,80812,49,55
59	Vitreoscilla	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla	1,131567,2,1224,28216,206351,481,59
64	Herpetosiphon	genus	root,cellular organisms,Bacteria,Terrabacteria group,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon	1,131567,2,1783272,200795,32061,189772,189773,64
68	Lysobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter	1,131567,2,1224,1236,135614,32033,68
71	Simonsiella	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella	1,131567,2,1224,28216,206351,481,71
75	Caulobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter	1,131567,2,1224,28211,204458,76892,75
81	Hyphomicrobium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium	1,131567,2,1224,28211,356,45401,81
85	Hyphomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas	1,131567,2,1224,28211,2800060,69657,85
88	Leptothrix	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales genera incertae sedis,Leptothrix	1,131567,2,1224,28216,80840,224471,88
93	Stella	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella	1,131567,2,1224,28211,204441,2844601,93
96	Gallionella	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella	1,131567,2,1224,28216,32003,90627,96
99	Ancylobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter	1,131567,2,1224,28211,356,335928,99
105	Runella	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Runella	1,131567,2,1783270,68336,976,768503,768507,2896860,105
107	Spirosoma	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma	1,131567,2,1783270,68336,976,768503,768507,89373,107
113	Gemmata	genus	root,cellular organisms,Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata	1,131567,2,1783257,203682,203683,2691355,1914233,113
118	Planctomyces	genus	root,cellular organisms,Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces	1,131567,2,1783257,203682,203683,112,126,118
123	Pirellula	genus	root,cellular organisms,Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula	1,131567,2,1783257,203682,203683,2691354,2691357,123
127	Isosphaera	genus	root,cellular organisms,Bacteria,PVC group,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera	1,131567,2,1783257,203682,203683,2691356,1763524,127
133	Methylocystis	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis	1,131567,2,1224,28211,356,31993,133
138	Borrelia	genus	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia	1,131567,2,203691,203692,136,1643685,138
146	Spirochaeta	genus	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta	1,131567,2,203691,203692,136,137,146
157	Treponema	genus	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema	1,131567,2,203691,203692,136,2845253,157
171	Leptospira	genus	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira	1,131567,2,203691,203692,1643688,170,171
179	Leptospirillum	genus	root,cellular organisms,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum	1,131567,2,40117,203693,189778,189779,179
187	Aquaspirillum	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum	1,131567,2,1224,28216,206351,1499392,187
191	Azospirillum	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum	1,131567,2,1224,28211,204441,2829815,191
194	Campylobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter	1,131567,2,1224,68525,29547,213849,72294,194
209	Helicobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter	1,131567,2,1224,68525,29547,213849,72293,209
222	Achromobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter	1,131567,2,1224,28216,80840,506,222
226	Alteromonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas/Salinimonas group,Alteromonas	1,131567,2,1224,1236,135622,72275,2903219,226
234	Brucella	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella	1,131567,2,1224,28211,356,118882,2826938,234
237	Flavobacterium	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium	1,131567,2,1783270,68336,976,117743,200644,49546,237
262	Francisella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella	1,131567,2,1224,1236,72273,34064,262
265	Paracoccus	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus	1,131567,2,1224,28211,204455,31989,265
270	Thermus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus	1,131567,2,1783272,1297,188787,68933,188786,270
279	Xanthobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter	1,131567,2,1224,28211,356,335928,279
283	Comamonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas	1,131567,2,1224,28216,80840,80864,283
286	Pseudomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas	1,131567,2,1224,1236,72274,135621,286
338	Xanthomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas	1,131567,2,1224,1236,135614,32033,338
349	Zoogloea	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea	1,131567,2,1224,28216,206389,2008794,349
352	Azotobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter group,Azotobacter	1,131567,2,1224,1236,72274,135621,351,352
357	Agrobacterium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium	1,131567,2,1224,28211,356,82115,227290,357
374	Bradyrhizobium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium	1,131567,2,1224,28211,356,41294,374
379	Rhizobium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium	1,131567,2,1224,28211,356,82115,227290,379
404	Methylobacillus	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus	1,131567,2,1224,28216,32003,32011,404
407	Methylobacterium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium	1,131567,2,1224,28211,356,119045,407
413	Methylococcus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus	1,131567,2,1224,1236,135618,403,413
416	Methylomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas	1,131567,2,1224,1236,135618,403,416
425	Methylosinus	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus	1,131567,2,1224,28211,356,31993,425
429	Methylobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter	1,131567,2,1224,1236,135618,403,429
434	Acetobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter	1,131567,2,1224,28211,204441,433,434
441	Gluconobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter	1,131567,2,1224,28211,204441,433,441
445	Legionella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella	1,131567,2,1224,1236,118969,444,445
465	Tatlockia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia	1,131567,2,1224,1236,118969,444,465
469	Acinetobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter	1,131567,2,1224,1236,2887326,468,469
475	Moraxella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella	1,131567,2,1224,1236,2887326,468,475
482	Neisseria	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria	1,131567,2,1224,28216,206351,481,482
497	Psychrobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter	1,131567,2,1224,1236,2887326,468,497
499	Thermomicrobium	genus	root,cellular organisms,Bacteria,Terrabacteria group,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium	1,131567,2,1783272,200795,189775,189776,189777,499
507	Alcaligenes	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes	1,131567,2,1224,28216,80840,506,507
517	Bordetella	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella	1,131567,2,1224,28216,80840,506,517
522	Acidiphilium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium	1,131567,2,1224,28211,204441,433,522
528	Ochrobactrum	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Ochrobactrum	1,131567,2,1224,28211,356,118882,2826938,528
532	Beijerinckia	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Beijerinckia	1,131567,2,1224,28211,356,45404,532
535	Chromobacterium	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium group,Chromobacterium	1,131567,2,1224,28216,206351,1499392,90153,535
538	Eikenella	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella	1,131567,2,1224,28216,206351,481,538
541	Zymomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas	1,131567,2,1224,28211,204457,2844881,541
544	Citrobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter	1,131567,2,1224,1236,91347,543,544
547	Enterobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter	1,131567,2,1224,1236,91347,543,547
551	Erwinia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia	1,131567,2,1224,1236,91347,1903409,551
561	Escherichia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia	1,131567,2,1224,1236,91347,543,561
568	Hafnia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia	1,131567,2,1224,1236,91347,1903412,568
570	Klebsiella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella	1,131567,2,1224,1236,91347,543,2890311,570
579	Kluyvera	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera	1,131567,2,1224,1236,91347,543,579
581	Morganella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella	1,131567,2,1224,1236,91347,1903414,581
583	Proteus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus	1,131567,2,1224,1236,91347,1903414,583
586	Providencia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia	1,131567,2,1224,1236,91347,1903414,586
590	Salmonella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella	1,131567,2,1224,1236,91347,543,590
613	Serratia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia	1,131567,2,1224,1236,91347,1903411,613
620	Shigella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella	1,131567,2,1224,1236,91347,543,620
626	Xenorhabdus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus	1,131567,2,1224,1236,91347,1903414,626
629	Yersinia	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia	1,131567,2,1224,1236,91347,1903411,629
635	Edwardsiella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella	1,131567,2,1224,1236,91347,1903412,635
637	Arsenophonus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus	1,131567,2,1224,1236,91347,1903414,637
642	Aeromonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas	1,131567,2,1224,1236,135624,84642,642
657	Photobacterium	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium	1,131567,2,1224,1236,135623,641,657
662	Vibrio	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio	1,131567,2,1224,1236,135623,641,662
702	Plesiomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas	1,131567,2,1224,1236,91347,543,702
713	Actinobacillus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus	1,131567,2,1224,1236,135625,712,713
724	Haemophilus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus	1,131567,2,1224,1236,135625,712,724
745	Pasteurella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella	1,131567,2,1224,1236,135625,712,745
768	Anaplasma	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma	1,131567,2,1224,28211,766,942,768
773	Bartonella	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella	1,131567,2,1224,28211,356,772,773
776	Coxiella	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella	1,131567,2,1224,1236,118969,118968,776
780	Rickettsia	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsieae,Rickettsia	1,131567,2,1224,28211,766,775,33988,780
801	Candidatus Symbiopectobacterium	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacteriaceae incertae sedis,ant, tsetse, mealybug, aphid, etc. endosymbionts,Candidatus Symbiopectobacterium	1,131567,2,1224,1236,91347,543,191675,84563,801
810	Chlamydia	genus	root,cellular organisms,Bacteria,PVC group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia/Chlamydophila group,Chlamydia	1,131567,2,1783257,204428,204429,51291,809,1113537,810
816	Bacteroides	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	1,131567,2,1783270,68336,976,200643,171549,815,816
830	Butyrivibrio	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio	1,131567,2,1783272,1239,186801,186802,186803,830
832	Fibrobacter	genus	root,cellular organisms,Bacteria,FCB group,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter	1,131567,2,1783270,65842,204430,218872,204431,832
836	Porphyromonas	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas	1,131567,2,1783270,68336,976,200643,171549,171551,836
838	Prevotella	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	1,131567,2,1783270,68336,976,200643,171549,171552,838
841	Roseburia	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia	1,131567,2,1783272,1239,186801,186802,186803,841
843	Wolinella	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella	1,131567,2,1224,68525,29547,213849,72293,843
846	Oxalobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter	1,131567,2,1224,28216,80840,75682,846
848	Fusobacterium	genus	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium	1,131567,2,32066,203490,203491,203492,848
862	Syntrophomonas	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas	1,131567,2,1783272,1239,186801,186802,68298,862
864	Pectinatus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus	1,131567,2,1783272,1239,909932,909929,1843491,864
869	Dichelobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Dichelobacter	1,131567,2,1224,1236,135615,868,869
872	Desulfovibrio	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio	1,131567,2,1224,68525,28221,213115,194924,872
890	Desulfuromonas	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas	1,131567,2,1224,68525,28221,69541,213421,890
893	Desulfobulbus	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus	1,131567,2,1224,68525,28221,213118,213121,893
896	Desulfococcus	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus	1,131567,2,1224,68525,28221,213118,213119,896
898	Desulfomicrobium	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium	1,131567,2,1224,68525,28221,213115,213116,898
904	Acidaminococcus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus	1,131567,2,1783272,1239,909932,1843488,909930,904
906	Megasphaera	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera	1,131567,2,1783272,1239,909932,1843489,31977,906
911	Nitrobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Nitrobacter	1,131567,2,1224,28211,356,41294,911
914	Nitrosomonas	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas	1,131567,2,1224,28216,32003,206379,914
919	Thiobacillus	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus	1,131567,2,1224,28216,32003,2008790,919
933	Thiomicrospira	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira	1,131567,2,1224,1236,72273,135616,933
936	Thiovulum	genus	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Thiovulum	1,131567,2,1224,68525,29547,213849,2771471,936
939	Hydrogenobacter	genus	root,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter	1,131567,2,200783,187857,32069,64898,939
943	Ehrlichia	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia	1,131567,2,1224,28211,766,942,943
953	Wolbachia	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia	1,131567,2,1224,28211,766,942,952,953
958	Bdellovibrio	genus	root,cellular organisms,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio	1,131567,2,1224,1553900,213481,213483,958
963	Herbaspirillum	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum	1,131567,2,1224,28216,80840,75682,963
970	Selenomonas	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas	1,131567,2,1783272,1239,909932,909929,1843491,970
