TaxonomicLevel,Category,Taxon,comparison,Zsc,pval,padj,DataSet
genus,Grade,Paracoccus,II - IV,-3.84563244329056,0.000120241894305396,0.00120241894305396,Kraken - Bacteria
genus,Grade,Paracoccus,I - IV,-3.74165738677394,0.000182810632981835,0.00182810632981835,Kraken - Bacteria
genus,Grade,Paracoccus,II - III,-2.89905940859194,0.00374283968691588,0.0374283968691588,Kraken - Bacteria
genus,Grade,Paracoccus,I - III,-2.73082155470407,0.00631766686805468,0.0631766686805468,Kraken - Bacteria
genus,Grade,Paracoccus,I - II,0.400520494689931,0.688773191396835,1,Kraken - Bacteria
genus,Grade,Vibrio,IV - V,3.21994473200007,0.00128215313006024,0.0128215313006024,Kraken - Bacteria
genus,Grade,Vibrio,III - V,1.6673827662706,0.0954383184641713,0.954383184641713,Kraken - Bacteria
genus,Grade,Vibrio,II - V,2.29983829830428,0.021457382807161,0.21457382807161,Kraken - Bacteria
genus,Grade,Vibrio,I - V,3.82545860560854,0.000130528866813083,0.00130528866813083,Kraken - Bacteria
genus,Grade,Vibrio,III - IV,-1.46197597017657,0.143747794909089,1,Kraken - Bacteria
genus,Grade,Vibrio,II - IV,-0.953462589245592,0.340355742385202,1,Kraken - Bacteria
genus,Grade,Vibrio,I - IV,-0.0485929530749861,0.961243685964007,1,Kraken - Bacteria
genus,Grade,Vibrio,II - III,0.539359889970593,0.589638551626567,1,Kraken - Bacteria
genus,Grade,Vibrio,I - III,1.62288823822413,0.104613298319717,1,Kraken - Bacteria
genus,Grade,Vibrio,I - II,1.0403129732206,0.29819451884252,1,Kraken - Bacteria
genus,Grade,Citrobacter,IV - V,2.06640783058767,0.0387899871713118,0.387899871713118,Kraken - Bacteria
genus,Grade,Citrobacter,III - V,1.86143162269002,0.0626832483596618,0.626832483596618,Kraken - Bacteria
genus,Grade,Citrobacter,II - V,-1.49848839123888,0.134006406502695,1,Kraken - Bacteria
genus,Grade,Citrobacter,I - V,-1.39445983602647,0.163178789926219,1,Kraken - Bacteria
genus,Grade,Citrobacter,III - IV,-0.301929819927771,0.76270556295011,1,Kraken - Bacteria
genus,Grade,Citrobacter,II - IV,-3.00340715612362,0.00266974994196638,0.0266974994196638,Kraken - Bacteria
genus,Grade,Citrobacter,I - IV,-3.0006148523804,0.00269435122171656,0.0269435122171656,Kraken - Bacteria
genus,Grade,Citrobacter,II - III,-2.86534941546878,0.00416549333741494,0.0416549333741494,Kraken - Bacteria
genus,Grade,Citrobacter,I - III,-2.86606224122275,0.00415612523218675,0.0415612523218675,Kraken - Bacteria
genus,Grade,Citrobacter,I - II,0.228868854108532,0.818970848901759,1,Kraken - Bacteria
genus,Genus,Alphaproteobacteria,Petrolisthes - Tuerkayana,-4.09463116959404,4.22840972959509e-05,0.000634261459439263,MAG
genus,Genus,Alphaproteobacteria,Ocypode - Tuerkayana,-0.654475232612996,0.512805678749131,1,MAG
genus,Genus,Alphaproteobacteria,Geograpsus - Tuerkayana,-1.35929471388853,0.17405321844367,1,MAG
genus,Genus,Alphaproteobacteria,Gecarcoidea - Tuerkayana,-1.66726428409392,0.0954618652027359,1,MAG
genus,Genus,Alphaproteobacteria,Birgus - Tuerkayana,0.693132342825564,0.488226502239161,1,MAG
genus,Genus,Alphaproteobacteria,Ocypode - Petrolisthes,1.12867200392476,0.259036223559305,1,MAG
genus,Genus,Alphaproteobacteria,Geograpsus - Petrolisthes,0.410426183245368,0.681493342467971,1,MAG
genus,Genus,Alphaproteobacteria,Gecarcoidea - Petrolisthes,1.72546333985309,0.084444005017422,1,MAG
genus,Genus,Alphaproteobacteria,Birgus - Petrolisthes,4.25346776800995,2.10485247510321e-05,0.000315727871265481,MAG
genus,Genus,Alphaproteobacteria,Geograpsus - Ocypode,-0.52861461095665,0.597072822535266,1,MAG
genus,Genus,Alphaproteobacteria,Gecarcoidea - Ocypode,-0.233978923976802,0.815001340787401,1,MAG
genus,Genus,Alphaproteobacteria,Birgus - Ocypode,0.994410426901409,0.320023093898914,1,MAG
genus,Genus,Alphaproteobacteria,Gecarcoidea - Geograpsus,0.448459604288871,0.653821533558112,1,MAG
genus,Genus,Alphaproteobacteria,Birgus - Geograpsus,1.67684895516708,0.0935720219122979,1,MAG
genus,Genus,Alphaproteobacteria,Birgus - Gecarcoidea,2.12763276719761,0.033367543245718,0.500513148685771,MAG
genus,Genus,Marinicella,Petrolisthes - Tuerkayana,4.2428192456803,2.207292157067e-05,0.00033109382356005,MAG
genus,Genus,Marinicella,Ocypode - Tuerkayana,1.93469779437398,0.0530273912025269,0.795410868037903,MAG
genus,Genus,Marinicella,Geograpsus - Tuerkayana,0.427141071485165,0.669276579551262,1,MAG
genus,Genus,Marinicella,Gecarcoidea - Tuerkayana,1.09388797830989,0.274004111875618,1,MAG
genus,Genus,Marinicella,Birgus - Tuerkayana,1.54266253351395,0.122912676877765,1,MAG
genus,Genus,Marinicella,Ocypode - Petrolisthes,0.110953170574824,0.91165348182836,1,MAG
genus,Genus,Marinicella,Geograpsus - Petrolisthes,-1.42532149892274,0.154064288318549,1,MAG
genus,Genus,Marinicella,Gecarcoidea - Petrolisthes,-2.46662436129834,0.0136393356974106,0.204590035461159,MAG
genus,Genus,Marinicella,Birgus - Petrolisthes,-1.98598307844724,0.0470352028666826,0.705528043000239,MAG
genus,Genus,Marinicella,Geograpsus - Ocypode,-1.13066754216661,0.258195047583945,1,MAG
genus,Genus,Marinicella,Gecarcoidea - Ocypode,-1.30398573147055,0.192238447370892,1,MAG
genus,Genus,Marinicella,Birgus - Ocypode,-1.07043604822209,0.284423080529614,1,MAG
genus,Genus,Marinicella,Gecarcoidea - Geograpsus,0.155699788832305,0.876269663627762,1,MAG
genus,Genus,Marinicella,Birgus - Geograpsus,0.389249472080761,0.697091610005963,1,MAG
genus,Genus,Marinicella,Birgus - Gecarcoidea,0.404519917477945,0.685830434451606,1,MAG
genus,Genus,Anaerorhabdus,Petrolisthes - Tuerkayana,-4.45669468464326,8.32330128188841e-06,0.000124849519228326,MAG
genus,Genus,Anaerorhabdus,Ocypode - Tuerkayana,-0.497536930833277,0.618810466576406,1,MAG
genus,Genus,Anaerorhabdus,Geograpsus - Tuerkayana,0.523051645234984,0.600938314048943,1,MAG
genus,Genus,Anaerorhabdus,Gecarcoidea - Tuerkayana,-2.10295034582739,0.0354701102044578,0.532051653066867,MAG
genus,Genus,Anaerorhabdus,Birgus - Tuerkayana,-0.735795267727417,0.461855301591116,1,MAG
genus,Genus,Anaerorhabdus,Ocypode - Petrolisthes,1.44737523000552,0.147791859342723,1,MAG
genus,Genus,Anaerorhabdus,Geograpsus - Petrolisthes,2.4874053353987,0.0128678694566852,0.193018041850279,MAG
genus,Genus,Anaerorhabdus,Gecarcoidea - Petrolisthes,1.56930684523094,0.116576458071248,1,MAG
genus,Genus,Anaerorhabdus,Birgus - Petrolisthes,3.03354130989566,0.00241701617092788,0.0362552425639182,MAG
genus,Genus,Anaerorhabdus,Geograpsus - Ocypode,0.765441432051196,0.444008729358406,1,MAG
genus,Genus,Anaerorhabdus,Gecarcoidea - Ocypode,-0.612671996558497,0.540093242399692,1,MAG
genus,Genus,Anaerorhabdus,Birgus - Ocypode,0.0988180639610479,0.921282725726059,1,MAG
genus,Genus,Anaerorhabdus,Gecarcoidea - Geograpsus,-1.60085263616898,0.109409562153341,1,MAG
genus,Genus,Anaerorhabdus,Birgus - Geograpsus,-0.889362575649432,0.373808251222135,1,MAG
genus,Genus,Anaerorhabdus,Birgus - Gecarcoidea,1.23233693390011,0.217823248575753,1,MAG
genus,Genus,Moheibacter,Petrolisthes - Tuerkayana,-3.25894889566831,0.00111825809565576,0.0167738714348364,MAG
genus,Genus,Moheibacter,Ocypode - Tuerkayana,-1.45835336635407,0.144743167540913,1,MAG
genus,Genus,Moheibacter,Geograpsus - Tuerkayana,-0.374267678090867,0.708205176661298,1,MAG
genus,Genus,Moheibacter,Gecarcoidea - Tuerkayana,1.80086090110293,0.0717248069566628,1,MAG
genus,Genus,Moheibacter,Birgus - Tuerkayana,0.0720344360441172,0.942574503024322,1,MAG
genus,Genus,Moheibacter,Ocypode - Petrolisthes,-0.0569903902223157,0.954552850192381,1,MAG
genus,Genus,Moheibacter,Geograpsus - Petrolisthes,1.04774640485642,0.29475546126778,1,MAG
genus,Genus,Moheibacter,Gecarcoidea - Petrolisthes,4.72326263323666,2.32090811913297e-06,3.48136217869946e-05,MAG
genus,Genus,Moheibacter,Birgus - Petrolisthes,2.87167510369198,0.00408302507470723,0.0612453761206085,MAG
genus,Genus,Moheibacter,Geograpsus - Ocypode,0.813064266197401,0.416181212728163,1,MAG
genus,Genus,Moheibacter,Gecarcoidea - Ocypode,2.34924230209219,0.0188116606943012,0.282174910414518,MAG
genus,Genus,Moheibacter,Birgus - Ocypode,1.44953248426965,0.147188935380178,1,MAG
genus,Genus,Moheibacter,Gecarcoidea - Geograpsus,1.29958084796589,0.193744667301723,1,MAG
genus,Genus,Moheibacter,Birgus - Geograpsus,0.399871030143351,0.689251510723744,1,MAG
genus,Genus,Moheibacter,Birgus - Gecarcoidea,-1.55834311653718,0.119151933204353,1,MAG
genus,Genus,UBA10566,Petrolisthes - Tuerkayana,-3.39323016030803,0.000690735745788288,0.0103610361868243,MAG
genus,Genus,UBA10566,Ocypode - Tuerkayana,-0.949560975485672,0.342335375443602,1,MAG
genus,Genus,UBA10566,Geograpsus - Tuerkayana,-1.75985300790011,0.078432732709747,1,MAG
genus,Genus,UBA10566,Gecarcoidea - Tuerkayana,-3.82073595343141,0.000133054042701889,0.00199581064052833,MAG
genus,Genus,UBA10566,Birgus - Tuerkayana,-1.76667815355953,0.0772821440726322,1,MAG
genus,Genus,UBA10566,Ocypode - Petrolisthes,0.520380385170185,0.602798478551728,1,MAG
genus,Genus,UBA10566,Geograpsus - Petrolisthes,-0.305347168157712,0.760101755137224,1,MAG
genus,Genus,UBA10566,Gecarcoidea - Petrolisthes,-1.18236914047303,0.237059262331418,1,MAG
genus,Genus,UBA10566,Birgus - Petrolisthes,1.01754385488788,0.308894780905571,1,MAG
genus,Genus,UBA10566,Geograpsus - Ocypode,-0.60771902431083,0.543373843197741,1,MAG
genus,Genus,UBA10566,Gecarcoidea - Ocypode,-1.06896557073287,0.285085183573394,1,MAG
genus,Genus,UBA10566,Birgus - Ocypode,0,1,1,MAG
genus,Genus,UBA10566,Gecarcoidea - Geograpsus,-0.284403683956453,0.776101036130033,1,MAG
genus,Genus,UBA10566,Birgus - Geograpsus,0.784561886776422,0.43271048363809,1,MAG
genus,Genus,UBA10566,Birgus - Gecarcoidea,1.8515026800512,0.0640972695385931,0.961459043078897,MAG
genus,Genus,Citrobacter,Petrolisthes - Tuerkayana,-4.18827181083261,2.81086742146027e-05,0.000421630113219041,MAG
genus,Genus,Citrobacter,Ocypode - Tuerkayana,-2.326282782913,0.0200034698986958,0.300052048480437,MAG
genus,Genus,Citrobacter,Geograpsus - Tuerkayana,-1.37062066668928,0.170493237070012,1,MAG
genus,Genus,Citrobacter,Gecarcoidea - Tuerkayana,-1.09021279688153,0.275619417582452,1,MAG
genus,Genus,Citrobacter,Birgus - Tuerkayana,-0.416433214259469,0.677093028205033,1,MAG
genus,Genus,Citrobacter,Ocypode - Petrolisthes,-0.533918223652372,0.593398113218318,1,MAG
genus,Genus,Citrobacter,Geograpsus - Petrolisthes,0.439948616289554,0.659974323409756,1,MAG
genus,Genus,Citrobacter,Gecarcoidea - Petrolisthes,2.42378647169144,0.0153596336491189,0.230394504736783,MAG
genus,Genus,Citrobacter,Birgus - Petrolisthes,3.14541001116125,0.00165854210014089,0.0248781315021134,MAG
genus,Genus,Citrobacter,Geograpsus - Ocypode,0.716746587167789,0.473530474462393,1,MAG
genus,Genus,Citrobacter,Gecarcoidea - Ocypode,1.68504889133498,0.0919791390579092,1,MAG
genus,Genus,Citrobacter,Birgus - Ocypode,2.03569490340469,0.0417810011943009,0.626715017914514,MAG
genus,Genus,Citrobacter,Gecarcoidea - Geograpsus,0.759733026151032,0.447414183297066,1,MAG
genus,Genus,Citrobacter,Birgus - Geograpsus,1.11037903822074,0.266835727087927,1,MAG
genus,Genus,Citrobacter,Birgus - Gecarcoidea,0.607336708376142,0.543627481922298,1,MAG
genus,Genus,Dysgonomonas,Petrolisthes - Tuerkayana,-0.0389249472080764,0.96895022664239,1,MAG
genus,Genus,Dysgonomonas,Ocypode - Tuerkayana,0.753778361444409,0.450982319268883,1,MAG
genus,Genus,Dysgonomonas,Geograpsus - Tuerkayana,-1.75881617670362,0.0786087362397594,1,MAG
genus,Genus,Dysgonomonas,Gecarcoidea - Tuerkayana,-3.16012082622859,0.00157703724547083,0.0236555586820624,MAG
genus,Genus,Dysgonomonas,Birgus - Tuerkayana,-2.37476535462148,0.0175601092337933,0.263401638506899,MAG
genus,Genus,Dysgonomonas,Ocypode - Petrolisthes,0.785207053298757,0.432332180705859,1,MAG
genus,Genus,Dysgonomonas,Geograpsus - Petrolisthes,-1.77525072919719,0.0758564968654351,1,MAG
genus,Genus,Dysgonomonas,Gecarcoidea - Petrolisthes,-3.35113783321182,0.000804802338397066,0.012072035075956,MAG
genus,Genus,Dysgonomonas,Birgus - Petrolisthes,-2.5100155882224,0.0120725832202016,0.181088748303024,MAG
genus,Genus,Dysgonomonas,Geograpsus - Ocypode,-1.88444590361102,0.0595046856404299,0.892570284606449,MAG
genus,Genus,Dysgonomonas,Gecarcoidea - Ocypode,-2.37442177969265,0.0175764598663796,0.263646897995694,MAG
genus,Genus,Dysgonomonas,Birgus - Ocypode,-1.96570983400785,0.0493321382127215,0.739982073190823,MAG
genus,Genus,Dysgonomonas,Gecarcoidea - Geograpsus,0.0583874208121142,0.95344003441657,1,MAG
genus,Genus,Dysgonomonas,Birgus - Geograpsus,0.467099366496914,0.640428787412791,1,MAG
genus,Genus,Dysgonomonas,Birgus - Gecarcoidea,0.707909855586404,0.47900123899421,1,MAG
genus,Genus,UBA5962,Petrolisthes - Tuerkayana,-2.50818964955725,0.0121351516527052,0.182027274790578,MAG
genus,Genus,UBA5962,Ocypode - Tuerkayana,0.143046779331346,0.886253236490459,1,MAG
genus,Genus,UBA5962,Geograpsus - Tuerkayana,0.559182864658898,0.576036926312163,1,MAG
genus,Genus,UBA5962,Gecarcoidea - Tuerkayana,-2.05654826072371,0.0397296994725867,0.595945492088801,MAG
genus,Genus,UBA5962,Birgus - Tuerkayana,1.50490943314135,0.132347362745185,1,MAG
genus,Genus,UBA5962,Ocypode - Petrolisthes,1.24568564778425,0.212879824751202,1,MAG
genus,Genus,UBA5962,Geograpsus - Petrolisthes,1.66974884702995,0.0949690648792121,1,MAG
genus,Genus,UBA5962,Gecarcoidea - Petrolisthes,-0.0518254188154401,0.958667801477484,1,MAG
genus,Genus,UBA5962,Birgus - Petrolisthes,3.76252540600095,0.000168206214868755,0.00252309322303132,MAG
genus,Genus,UBA5962,Geograpsus - Ocypode,0.312102063995664,0.754962957988188,1,MAG
genus,Genus,UBA5962,Gecarcoidea - Ocypode,-1.20876609617217,0.226752720356169,1,MAG
genus,Genus,UBA5962,Birgus - Ocypode,0.644675251291823,0.519137657691261,1,MAG
genus,Genus,UBA5962,Gecarcoidea - Geograpsus,-1.61168812822956,0.107029822351547,1,MAG
genus,Genus,UBA5962,Birgus - Geograpsus,0.241753219234433,0.808971389397282,1,MAG
genus,Genus,UBA5962,Birgus - Gecarcoidea,3.21025458265655,0.00132617459658996,0.0198926189488495,MAG
genus,Genus,Paracoccus,Petrolisthes - Tuerkayana,-3.32458099521509,0.000885515079272855,0.0132827261890928,MAG
genus,Genus,Paracoccus,Ocypode - Tuerkayana,-0.595058211304355,0.551804560707965,1,MAG
genus,Genus,Paracoccus,Geograpsus - Tuerkayana,-0.189912195097134,0.849377936074742,1,MAG
genus,Genus,Paracoccus,Gecarcoidea - Tuerkayana,1.71956673613127,0.0855112270208381,1,MAG
genus,Genus,Paracoccus,Birgus - Tuerkayana,-0.315646496769303,0.752270841229614,1,MAG
genus,Genus,Paracoccus,Ocypode - Petrolisthes,0.851531539369394,0.39447415098128,1,MAG
genus,Genus,Paracoccus,Geograpsus - Petrolisthes,1.26439531603334,0.206088173240698,1,MAG
genus,Genus,Paracoccus,Gecarcoidea - Petrolisthes,4.69247496716891,2.69919571282715e-06,4.04879356924073e-05,MAG
genus,Genus,Paracoccus,Birgus - Petrolisthes,2.51274465983884,0.0119796006560178,0.179694009840267,MAG
genus,Genus,Paracoccus,Geograpsus - Ocypode,0.303859512155415,0.761234924774374,1,MAG
genus,Genus,Paracoccus,Gecarcoidea - Ocypode,1.47105353770579,0.141276638804295,1,MAG
genus,Genus,Paracoccus,Birgus - Ocypode,0.411894990557621,0.680416392676935,1,MAG
genus,Genus,Paracoccus,Gecarcoidea - Geograpsus,1.07877259431758,0.280689114807085,1,MAG
genus,Genus,Paracoccus,Birgus - Geograpsus,0.0196140471694105,0.984351257968566,1,MAG
genus,Genus,Paracoccus,Birgus - Gecarcoidea,-1.83451641693147,0.0665773731245808,0.998660596868712,MAG
genus,Genus,Demequina,Petrolisthes - Tuerkayana,-3.80809940317578,0.000140038982632594,0.0021005847394889,MAG
genus,Genus,Demequina,Ocypode - Tuerkayana,-0.749503556057649,0.453553756119355,1,MAG
genus,Genus,Demequina,Geograpsus - Tuerkayana,-1.15601395934315,0.247675447200078,1,MAG
genus,Genus,Demequina,Gecarcoidea - Tuerkayana,0.609783926936793,0.542004950139169,1,MAG
genus,Genus,Demequina,Birgus - Tuerkayana,-0.902858372441297,0.366601066188481,1,MAG
genus,Genus,Demequina,Ocypode - Petrolisthes,0.906180962756412,0.364840077610688,1,MAG
genus,Genus,Demequina,Geograpsus - Petrolisthes,0.491926808353481,0.622771085857855,1,MAG
genus,Genus,Demequina,Gecarcoidea - Petrolisthes,3.91850195836008,8.91010056450678e-05,0.00133651508467602,MAG
genus,Genus,Demequina,Birgus - Petrolisthes,2.2984494691156,0.0215362207235586,0.323043310853379,MAG
genus,Genus,Demequina,Geograpsus - Ocypode,-0.304882802464129,0.76045541423079,1,MAG
genus,Genus,Demequina,Gecarcoidea - Ocypode,1.04304531456494,0.296927306057338,1,MAG
genus,Genus,Demequina,Birgus - Ocypode,0.255841303572533,0.798073379344774,1,MAG
genus,Genus,Demequina,Gecarcoidea - Geograpsus,1.43664732006115,0.150818230658255,1,MAG
genus,Genus,Demequina,Birgus - Geograpsus,0.649443309068739,0.516051878227293,1,MAG
genus,Genus,Demequina,Birgus - Gecarcoidea,-1.36347734296086,0.172732120292148,1,MAG
genus,Genus,Bacteroidales,Petrolisthes - Tuerkayana,-2.29273168201539,0.0218634573564702,0.327951860347054,MAG
genus,Genus,Bacteroidales,Ocypode - Tuerkayana,0.597062154825585,0.550465883901332,1,MAG
genus,Genus,Bacteroidales,Geograpsus - Tuerkayana,1.10520015893247,0.269072868024795,1,MAG
genus,Genus,Bacteroidales,Gecarcoidea - Tuerkayana,-0.363979553287853,0.715873277798085,1,MAG
genus,Genus,Bacteroidales,Birgus - Tuerkayana,2.16969629817045,0.030029860680159,0.450447910202385,MAG
genus,Genus,Bacteroidales,Ocypode - Petrolisthes,1.61386514319475,0.10655668077465,1,MAG
genus,Genus,Bacteroidales,Geograpsus - Petrolisthes,2.13168283619842,0.0330329287585095,0.495493931377642,MAG
genus,Genus,Bacteroidales,Gecarcoidea - Petrolisthes,1.57617606766077,0.114985232344771,1,MAG
genus,Genus,Bacteroidales,Birgus - Petrolisthes,4.28976398714527,1.78863093083381e-05,0.000268294639625072,MAG
genus,Genus,Bacteroidales,Geograpsus - Ocypode,0.381103503080161,0.703126448140929,1,MAG
genus,Genus,Bacteroidales,Gecarcoidea - Ocypode,-0.7675239107176,0.442770082450111,1,MAG
genus,Genus,Bacteroidales,Birgus - Ocypode,0.551042807694687,0.581604329798805,1,MAG
genus,Genus,Bacteroidales,Gecarcoidea - Geograpsus,-1.25952641758786,0.207840254439137,1,MAG
genus,Genus,Bacteroidales,Birgus - Geograpsus,0.0590403008244309,0.952920008663774,1,MAG
genus,Genus,Bacteroidales,Birgus - Gecarcoidea,2.28382454945945,0.0223818442846482,0.335727664269724,MAG
genus,Genus,Kluyvera,Petrolisthes - Tuerkayana,3.08480206624003,0.00203687657556951,0.0305531486335427,MAG
genus,Genus,Kluyvera,Ocypode - Tuerkayana,1.595497531724,0.110601021518246,1,MAG
genus,Genus,Kluyvera,Geograpsus - Tuerkayana,-1.11810456947587,0.263522335079602,1,MAG
genus,Genus,Kluyvera,Gecarcoidea - Tuerkayana,-0.584341868755286,0.558990328505678,1,MAG
genus,Genus,Kluyvera,Birgus - Tuerkayana,-0.28515883195258,0.775522458809587,1,MAG
genus,Genus,Kluyvera,Ocypode - Petrolisthes,0.273115496799568,0.784764434703819,1,MAG
genus,Genus,Kluyvera,Geograpsus - Petrolisthes,-2.49217890829605,0.0126962067545771,0.190443101318657,MAG
genus,Genus,Kluyvera,Gecarcoidea - Petrolisthes,-3.27103095273664,0.00107156181378875,0.0160734272068312,MAG
genus,Genus,Kluyvera,Birgus - Petrolisthes,-2.9506034308359,0.00317153835972901,0.0475730753959351,MAG
genus,Genus,Kluyvera,Geograpsus - Ocypode,-2.0352015758999,0.0418305945652447,0.62745891847867,MAG
genus,Genus,Kluyvera,Gecarcoidea - Ocypode,-1.84893499238362,0.0644672001586716,0.967008002380075,MAG
genus,Genus,Kluyvera,Birgus - Ocypode,-1.69323520355131,0.0904107062465968,1,MAG
genus,Genus,Kluyvera,Gecarcoidea - Geograpsus,0.778498944161523,0.436274928840529,1,MAG
genus,Genus,Kluyvera,Birgus - Geograpsus,0.934198732993827,0.350201389179296,1,MAG
genus,Genus,Kluyvera,Birgus - Gecarcoidea,0.269679944985297,0.787406490666269,1,MAG
genus,Genus,UJ101,Petrolisthes - Tuerkayana,4.48610016573078,7.25386494032724e-06,0.000108807974104909,MAG
genus,Genus,UJ101,Ocypode - Tuerkayana,1.77137914939436,0.0764976734938623,1,MAG
genus,Genus,UJ101,Geograpsus - Tuerkayana,0.565333771083307,0.571846762545294,1,MAG
genus,Genus,UJ101,Gecarcoidea - Tuerkayana,0.864825965757823,0.387134317177557,1,MAG
genus,Genus,UJ101,Birgus - Tuerkayana,1.76237507616594,0.078005946821796,1,MAG
genus,Genus,UJ101,Ocypode - Petrolisthes,-0.162162326224743,0.871178026390346,1,MAG
genus,Genus,UJ101,Geograpsus - Petrolisthes,-1.3911820618228,0.164170225378572,1,MAG
genus,Genus,UJ101,Gecarcoidea - Petrolisthes,-2.92056335065771,0.00349399152307655,0.0524098728461483,MAG
genus,Genus,UJ101,Birgus - Petrolisthes,-1.95928078495551,0.0500799127801306,0.751198691701959,MAG
genus,Genus,UJ101,Geograpsus - Ocypode,-0.904534033733291,0.365712296281513,1,MAG
genus,Genus,UJ101,Gecarcoidea - Ocypode,-1.26506078426247,0.205849539231764,1,MAG
genus,Genus,UJ101,Birgus - Ocypode,-0.797961417765561,0.424892880101534,1,MAG
genus,Genus,UJ101,Gecarcoidea - Geograpsus,-0.0973123680201904,0.92247833435781,1,MAG
genus,Genus,UJ101,Birgus - Geograpsus,0.369786998476723,0.711541203370784,1,MAG
genus,Genus,UJ101,Birgus - Gecarcoidea,0.809039834955891,0.41849223344682,1,MAG
genus,Diet_group,Alphaproteobacteria,Detritivore - Herbivore,-3.60244943493789,0.000315232733088668,0.000945698199266003,MAG
genus,Diet_group,Alphaproteobacteria,Carnivore/Omnivore - Herbivore,0.921022208895514,0.357038832059421,1,MAG
genus,Diet_group,Alphaproteobacteria,Carnivore/Omnivore - Detritivore,3.78395871365506,0.000154353439383412,0.000463060318150236,MAG
genus,Diet_group,Marinicella,Detritivore - Herbivore,4.34845845203687,1.3709778396215e-05,4.1129335188645e-05,MAG
genus,Diet_group,Marinicella,Carnivore/Omnivore - Herbivore,1.15193478461516,0.249347872999742,0.748043618999227,MAG
genus,Diet_group,Marinicella,Carnivore/Omnivore - Detritivore,-2.30386956923032,0.0212299663923836,0.0636898991771508,MAG
genus,Diet_group,Anaerorhabdus,Detritivore - Herbivore,-3.71516698488004,0.000203069546329899,0.000609208638989697,MAG
genus,Diet_group,Anaerorhabdus,Carnivore/Omnivore - Herbivore,0.413352146203365,0.679348629664931,1,MAG
genus,Diet_group,Anaerorhabdus,Carnivore/Omnivore - Detritivore,3.3658674762274,0.000763033573634067,0.0022891007209022,MAG
genus,Diet_group,Moheibacter,Detritivore - Herbivore,-4.81074035203648,1.50372256300009e-06,4.51116768900027e-06,MAG
genus,Diet_group,Moheibacter,Carnivore/Omnivore - Herbivore,-0.864768884975037,0.387165652277094,1,MAG
genus,Diet_group,Moheibacter,Carnivore/Omnivore - Detritivore,2.95841986965144,0.00309220623797116,0.00927661871391349,MAG
genus,Diet_group,Citrobacter,Detritivore - Herbivore,-4.37337419800309,1.22340756806414e-05,3.67022270419244e-05,MAG
genus,Diet_group,Citrobacter,Carnivore/Omnivore - Herbivore,-0.407427425031984,0.68369408769784,1,MAG
genus,Diet_group,Citrobacter,Carnivore/Omnivore - Detritivore,3.06817795585311,0.00215368323400947,0.00646104970202842,MAG
genus,Diet_group,UBA5962,Detritivore - Herbivore,-1.51482691623107,0.129816242200776,0.389448726602327,MAG
genus,Diet_group,UBA5962,Carnivore/Omnivore - Herbivore,2.56250702245085,0.0103919486052459,0.0311758458157377,MAG
genus,Diet_group,UBA5962,Carnivore/Omnivore - Detritivore,3.76636938199152,0.000165638677571387,0.00049691603271416,MAG
genus,Diet_group,Paracoccus,Detritivore - Herbivore,-4.65621946935875,3.22068610709571e-06,9.66205832128712e-06,MAG
genus,Diet_group,Paracoccus,Carnivore/Omnivore - Herbivore,-1.13579028640094,0.256044343325082,0.768133029975246,MAG
genus,Diet_group,Paracoccus,Carnivore/Omnivore - Detritivore,2.56459772285619,0.0103295487042078,0.0309886461126233,MAG
genus,Diet_group,Demequina,Detritivore - Herbivore,-4.58734067831292,4.48927782821761e-06,1.34678334846528e-05,MAG
genus,Diet_group,Demequina,Carnivore/Omnivore - Herbivore,-1.55402075784559,0.120179465286021,0.360538395858064,MAG
genus,Diet_group,Demequina,Carnivore/Omnivore - Detritivore,2.09162793893811,0.036471811250142,0.109415433750426,MAG
genus,Diet_group,Bacteroidales,Detritivore - Herbivore,-2.13512169820094,0.0327510706838655,0.0982532120515965,MAG
genus,Diet_group,Bacteroidales,Carnivore/Omnivore - Herbivore,2.64603534443978,0.00814413065680658,0.0244323919704197,MAG
genus,Diet_group,Bacteroidales,Carnivore/Omnivore - Detritivore,4.34285800976307,1.40641036971805e-05,4.21923110915416e-05,MAG
genus,Diet_group,Kluyvera,Detritivore - Herbivore,3.97214954753368,7.12269789463758e-05,0.000213680936839127,MAG
genus,Diet_group,Kluyvera,Carnivore/Omnivore - Herbivore,-0.415361100221813,0.677877578828299,1,MAG
genus,Diet_group,Kluyvera,Carnivore/Omnivore - Detritivore,-3.57210546190759,0.000354122741649543,0.00106236822494863,MAG
genus,Diet_group,UJ101,Detritivore - Herbivore,4.70386130628988,2.55286701716253e-06,7.65860105148759e-06,MAG
genus,Diet_group,UJ101,Carnivore/Omnivore - Herbivore,1.51468347880888,0.129852580267143,0.389557740801429,MAG
genus,Diet_group,UJ101,Carnivore/Omnivore - Detritivore,-2.22356642318744,0.026177629736439,0.078532889209317,MAG
genus,Grade,Alphaproteobacteria,IV - V,0.0623555927549612,0.950279657951287,1,MAG
genus,Grade,Alphaproteobacteria,III - V,0.968427391262747,0.332830965148965,1,MAG
genus,Grade,Alphaproteobacteria,II - V,-2.75407789708551,0.00588577575221457,0.0588577575221457,MAG
genus,Grade,Alphaproteobacteria,I - V,-3.07230251526996,0.00212414334401236,0.0212414334401236,MAG
