TaxonomicLevel,Category,Taxon,chisq,pval,padj,DataSet
genus,Genus,Bacteroides,17.9971590909091,0.00294996714331306,0.0412995400063829,Kraken - Bacteria
genus,Genus,Enterobacter,12.032196969697,0.034349261076017,0.480889655064238,Kraken - Bacteria
genus,Genus,Castellaniella,20.3452992253873,0.00107631962627287,0.0150684747678202,Kraken - Bacteria
genus,Genus,Vibrio,17.748106060606,0.0032792427807823,0.0459093989309522,Kraken - Bacteria
genus,Genus,Citrobacter,21.741571969697,0.000586254695225288,0.00820756573315404,Kraken - Bacteria
genus,Genus,Pseudomonas,20.5955492424242,0.000965667611874282,0.0135193465662399,Kraken - Bacteria
genus,Diet_group,Streptomyces,14.1631701631702,0.000840439926174361,0.0117661589664411,Kraken - Bacteria
genus,Diet_group,Bacillus,1.766317016317,0.413474883267663,1,Kraken - Bacteria
genus,Diet_group,Clostridium,10.9409965034965,0.00420913442685451,0.0589278819759632,Kraken - Bacteria
genus,Diet_group,Paenibacillus,24.369900932401,5.10673415742937e-06,7.14942782040112e-05,Kraken - Bacteria
genus,Diet_group,uncultured bacterium,10.4376456876457,0.00541369814525353,0.0757917740335494,Kraken - Bacteria
genus,Diet_group,Escherichia,18.8838869463869,7.93260905121909e-05,0.00111056526717067,Kraken - Bacteria
genus,Diet_group,Shewanella,5.93633449883448,0.0513974227197508,0.719563918076511,Kraken - Bacteria
genus,Diet_group,Paracoccus,22.5587121212121,1.26310048953518e-05,0.000176834068534925,Kraken - Bacteria
genus,Diet_group,Bacteroides,3.49227855477854,0.174446133177193,1,Kraken - Bacteria
genus,Diet_group,Enterobacter,1.03496503496505,0.596019128589778,1,Kraken - Bacteria
genus,Diet_group,Castellaniella,16.6462778226272,0.000242832437203142,0.00339965412084399,Kraken - Bacteria
genus,Diet_group,Vibrio,9.63111888111888,0.00810268783748519,0.113437629724793,Kraken - Bacteria
genus,Diet_group,Citrobacter,14.402534965035,0.000745640123362974,0.0104389617270816,Kraken - Bacteria
genus,Diet_group,Pseudomonas,8.15661421911422,0.0169361123807668,0.237105573330736,Kraken - Bacteria
genus,Grade,Streptomyces,11.3190082644628,0.0232033386097435,0.324846740536408,Kraken - Bacteria
genus,Grade,Bacillus,17.2616661747344,0.00171925648855983,0.0240695908398376,Kraken - Bacteria
genus,Grade,Clostridium,5.87063164108618,0.209020136964928,1,Kraken - Bacteria
genus,Grade,Paenibacillus,23.6248893152302,9.49625722668197e-05,0.00132947601173548,Kraken - Bacteria
genus,Grade,uncultured bacterium,6.30876623376625,0.177245559289835,1,Kraken - Bacteria
genus,Grade,Escherichia,18.6832128099174,0.000906942786627499,0.012697199012785,Kraken - Bacteria
genus,Grade,Shewanella,6.08231995277448,0.193084337674317,1,Kraken - Bacteria
genus,Grade,Paracoccus,23.6623966942149,9.33346841170996e-05,0.00130668557763939,Kraken - Bacteria
genus,Grade,Bacteroides,6.20257526564343,0.184521987044089,1,Kraken - Bacteria
genus,Grade,Enterobacter,11.4046413813459,0.0223737506666687,0.313232509333361,Kraken - Bacteria
genus,Grade,Castellaniella,13.3085075157227,0.00986273053892577,0.138078227544961,Kraken - Bacteria
genus,Grade,Vibrio,19.4684769775679,0.000635689706077359,0.00889965588508303,Kraken - Bacteria
genus,Grade,Citrobacter,17.2739374262102,0.00170982867630863,0.0239376014683208,Kraken - Bacteria
genus,Grade,Pseudomonas,7.82483028335301,0.098209783665524,1,Kraken - Bacteria
genus,Genus,Alphaproteobacteria,26.4150110375276,7.4128105008133e-05,0.00140843399515453,MAG
genus,Genus,Marinicella,20.663446969697,0.00093762920183564,0.0178149548348772,MAG
genus,Genus,Anaerorhabdus,25.3508442008442,0.000119195552176973,0.00226471549136249,MAG
genus,Genus,Enterococcus_C,18.042630688163,0.0028934482994854,0.0549755176902226,MAG
genus,Genus,Moheibacter,27.8507817537073,3.89267113406235e-05,0.000739607515471847,MAG
genus,Genus,UBA10566,18.3991328493423,0.00248561601731713,0.0472267043290255,MAG
genus,Genus,Citrobacter,23.9347303831558,0.000223473536912097,0.00424599720132984,MAG
genus,Genus,Bacteroides,15.0006934102755,0.0103593754923777,0.196828134355176,MAG
genus,Genus,Mangrovibacterium,12.3319128787879,0.0305122396312032,0.579732552992861,MAG
genus,Genus,Enterococcus_B,14.8372976122976,0.0110806393773213,0.210532148169105,MAG
genus,Genus,Dysgonomonas,20.4242424242424,0.00104012987172704,0.0197624675628138,MAG
genus,Genus,UBA5962,20.025500785546,0.00123603464688407,0.0234846582907974,MAG
genus,Genus,Paracoccus,25.968847728965,9.04859706659713e-05,0.00171923344265346,MAG
genus,Genus,Vibrio,15.2971590909091,0.00916529454839606,0.174140596419525,MAG
genus,Genus,Tenacibaculum,8.81390639589171,0.116721018740593,1,MAG
genus,Genus,Demequina,22.7442747376312,0.000377756330232918,0.00717737027442544,MAG
genus,Genus,Bacteroidales,21.800021864068,0.000571466102744596,0.0108578559521473,MAG
genus,Genus,Kluyvera,21.7870265151515,0.000574721956303161,0.0109197171697601,MAG
genus,Genus,UJ101,23.1864583333333,0.000310953666134551,0.00590811965655648,MAG
genus,Diet_group,Alphaproteobacteria,19.5495179336239,5.68690690362582e-05,0.00108051231168891,MAG
genus,Diet_group,Marinicella,19.3030303030303,6.43280264518899e-05,0.00122223250258591,MAG
genus,Diet_group,Anaerorhabdus,18.0425831964294,0.000120809987462112,0.00229538976178014,MAG
genus,Diet_group,Enterococcus_C,7.26181790362066,0.0264920934255029,0.503349775084554,MAG
genus,Diet_group,Moheibacter,24.4445370232604,4.91967290875615e-06,9.34737852663668e-05,MAG
genus,Diet_group,UBA10566,2.91477652404681,0.232843607780183,1,MAG
genus,Diet_group,Citrobacter,21.2281561626035,2.45676976563585e-05,0.000466786255470812,MAG
genus,Diet_group,Bacteroides,8.87509426847661,0.0118249078879348,0.22467324987076,MAG
genus,Diet_group,Mangrovibacterium,8.08085664335665,0.017589936650685,0.334208796363014,MAG
genus,Diet_group,Enterococcus_B,3.99024589409204,0.135996932717799,1,MAG
genus,Diet_group,Dysgonomonas,9.60314685314684,0.00821680832805361,0.156119358233019,MAG
genus,Diet_group,UBA5962,14.1859326847544,0.000830928886670944,0.0157876488467479,MAG
genus,Diet_group,Paracoccus,22.2864472955687,1.44730298943666e-05,0.000274987567992966,MAG
genus,Diet_group,Vibrio,3.50276806526807,0.173533601001027,1,MAG
genus,Diet_group,Tenacibaculum,6.53598362421894,0.0380828278096281,0.723573728382934,MAG
genus,Diet_group,Demequina,21.1294977511244,2.58099914484136e-05,0.000490389837519859,MAG
genus,Diet_group,Bacteroidales,19.0594942913159,7.26579935590985e-05,0.00138050187762287,MAG
genus,Diet_group,Kluyvera,20.4982517482517,3.53884212689479e-05,0.00067238000411001,MAG
genus,Diet_group,UJ101,22.2754953379953,1.45525012923036e-05,0.000276497524553768,MAG
genus,Grade,Alphaproteobacteria,20.7526740919125,0.000354500236262603,0.00673550448898947,MAG
genus,Grade,Marinicella,17.6232290436836,0.00146185707461094,0.0277752844176079,MAG
genus,Grade,Anaerorhabdus,23.681196199378,9.2529206111176e-05,0.00175805491611234,MAG
genus,Grade,Enterococcus_C,8.72811317137636,0.0682665030534654,1,MAG
genus,Grade,Moheibacter,22.5750536310884,0.000153940845768412,0.00292487606959983,MAG
genus,Grade,UBA10566,14.6287873146957,0.00553642956464424,0.105192161728241,MAG
genus,Grade,Citrobacter,18.5283219901655,0.000972634019726536,0.0184800463748042,MAG
genus,Grade,Bacteroides,15.4680739959966,0.00382265792337365,0.0726305005440994,MAG
genus,Grade,Mangrovibacterium,23.3975575560803,0.00010545007409245,0.00200355140775656,MAG
genus,Grade,Enterococcus_B,8.65622461077006,0.0702907340959535,1,MAG
genus,Grade,Dysgonomonas,22.6891381345927,0.000146080480390747,0.00277552912742419,MAG
genus,Grade,UBA5962,10.7446700196897,0.0295885136930498,0.562181760167946,MAG
genus,Grade,Paracoccus,23.4552482327799,0.000102684502015617,0.00195100553829673,MAG
genus,Grade,Vibrio,15.6199306375443,0.00357395727965385,0.0679051883134232,MAG
genus,Grade,Tenacibaculum,14.7424656226127,0.00526627683847931,0.100059259931107,MAG
genus,Grade,Demequina,21.1126197453221,0.000300795996482126,0.00571512393316039,MAG
genus,Grade,Bacteroidales,16.1329289900504,0.00284588237819462,0.0540717651856977,MAG
genus,Grade,Kluyvera,20.7265422077922,0.000358750002914675,0.00681625005537882,MAG
genus,Grade,UJ101,20.9498819362456,0.000323997306143124,0.00615594881671936,MAG
